user_id,level,score,hint_count,challenges_completed,success_rate,avg_completion_time,consecutive_successes,consecutive_failures,days_since_registration,sql_injection_score,xss_score,command_injection_score,authentication_score,csrf_score,difficulty_label
synthetic_user_2847,6,411,5,24,0.6600728826997122,142.79952518271804,4,3,43,1.9648171501207021,17.04377744280584,36.932726267267334,153.90431145281448,77.85436768699165,intermediate
synthetic_user_1145,2,12,7,0,0.22221694534911096,237.63431916922477,1,3,3,1.3895171501191996,0.061791955014648736,4.380287570393024,1.1752146370686827,1.3931886874044443,beginner
synthetic_user_3079,9,2052,6,33,0.7425453027347683,157.27878058714606,8,2,28,405.3745862173628,158.00211272665672,14.092968564691517,637.054363059964,221.87596943132488,advanced
synthetic_user_1104,3,423,9,2,0.44029576054542074,316.39396150236286,0,4,3,57.92284791750943,94.96892919969767,48.80635567793189,33.689443685450506,60.712423519410464,beginner
synthetic_user_169,1,354,7,1,0.217728167023476,381.439006141166,2,4,24,49.10221677487119,7.027752046283309,35.393639257479116,36.84834441291004,119.42804750845637,beginner
synthetic_user_1671,2,296,10,8,0.42531940493972953,273.5821875632141,0,2,15,54.38681655423065,45.00416838220954,1.9423961547966468,13.493320407864006,92.37329850089912,beginner
synthetic_user_2571,9,3065,2,20,0.7253074438543311,83.3093131744873,9,0,23,646.4335330320661,185.30839172178764,247.35550308013546,1036.3038973763282,30.098674789682633,advanced
synthetic_user_2378,6,2790,7,20,0.6613351330672945,164.61850228380507,5,1,5,110.80188412856882,153.2167853786818,1054.026040752215,214.27677070268254,420.6785190378515,advanced
synthetic_user_4396,3,12,9,4,0.2509958286296441,381.50274254386306,0,2,83,2.765743820682399,0.8862805212616864,0.9457883262742142,1.0605129199092589,2.7416744118724408,beginner
synthetic_user_4258,4,1102,10,20,0.6170078118555056,215.80431884627447,3,3,7,527.2792272824822,4.694097209738334,54.71427171806805,47.26749939746496,137.4449043922464,intermediate
synthetic_user_3863,5,1391,8,10,0.5931192687573128,218.78542467476,3,1,7,79.9089466890814,615.8793620031146,66.54999577935881,77.8527601184197,133.50893541002526,intermediate
synthetic_user_24,9,1246,4,27,0.7899024421534387,93.27454222429698,5,1,1,115.26619974261432,468.6232560564234,93.34655861541012,170.81688752524695,24.147098060305208,advanced
synthetic_user_2634,1,377,14,0,0.208162515142889,297.42889492503025,2,5,38,13.198230698392807,46.398704398519264,77.26499054486067,126.88364810916833,0.1544262490589586,beginner
synthetic_user_3341,1,487,12,4,0.396962038264971,260.18663961997106,0,5,11,12.821372367502553,106.48009730889524,112.44564442499295,1.352168905387438,107.80071699322178,beginner
synthetic_user_2216,11,3235,5,34,0.833124756213357,103.50734105640853,5,1,38,761.3769708161751,365.05234146676395,376.4437160597495,454.00972312651504,307.6172485307963,advanced
synthetic_user_3683,10,1959,3,27,0.6773743441152293,128.69913566233754,5,2,93,213.45313316161474,532.2087368312526,325.58709907308173,115.72925201154669,184.32177892250417,advanced
outlier_inconsistent_225,6,1727,14,17,0.5754423377902951,247.970150248875,2,3,71,502.36854316716415,91.46701114989189,324.75799745763413,127.52973942931945,294.962426574064,advanced
synthetic_user_1908,5,493,6,20,0.6675884998264123,211.11786893682904,3,3,9,62.37056425699915,84.56514018208638,49.42356206097108,129.8737154732497,18.867018026693607,intermediate
synthetic_user_85,3,963,6,15,0.4662466023707235,228.9173455868219,3,0,95,483.81921889613363,34.93439603746025,13.100708659544116,132.04925467427427,10.196421732587622,intermediate
synthetic_user_228,3,95,5,5,0.22947049765672417,224.40609886436974,1,6,13,28.693290858489668,4.645775814254623,23.865807523052204,3.1505017967935713,6.144624007409925,beginner
synthetic_user_297,10,3406,4,65,0.8956829874836116,71.8261495869038,12,1,8,365.45634359244934,332.3464181009512,138.92685021545768,906.0878446827957,641.3825434083458,expert
synthetic_user_1002,6,1456,6,18,0.5868115105250717,246.86077031466652,3,3,33,49.28518933598437,514.0453878738107,40.68593111826401,380.72298080270275,34.46051086923778,intermediate
synthetic_user_2139,5,1070,10,9,0.5155075233327862,172.56227101862595,2,2,26,18.16916239182575,14.392452210688825,203.1172518538646,191.2053669468838,322.1157665967371,intermediate
synthetic_user_712,10,1524,2,33,0.6792033811184217,110.97653141429035,8,2,24,323.53898427187505,142.45091338688826,377.36802193729415,121.64190950289321,101.80017090104941,advanced
synthetic_user_2802,6,3353,3,42,0.6989610026969626,169.54373855003152,5,1,2,46.093128885154734,640.4893892299291,295.30594574379785,798.9643629950435,566.2471731460744,advanced
synthetic_user_2528,3,479,6,9,0.3375122575265186,251.0778674016285,2,4,57,27.44568754184947,10.091564940652269,45.34565398451879,121.65835511628313,130.75873841669625,beginner
synthetic_user_3753,6,715,8,13,0.689069257946484,196.72481868628614,4,3,16,95.06340286816068,229.6441005768043,43.04424789752302,71.02293591952053,61.725312737991466,intermediate
synthetic_user_3322,1,184,5,2,0.36967994910860175,394.2936178556016,2,3,53,8.312154304960375,68.43219561160437,7.357407656935582,39.78072923365695,4.917513192842732,beginner
synthetic_user_3182,1,256,19,0,0.23639560012436478,232.76593344768995,0,3,2,25.047125366942804,20.856658205962766,21.61795800023092,23.757280446330356,87.92097798053314,beginner
synthetic_user_4184,1,490,17,3,0.3158273759347085,322.20713087533795,2,7,13,163.1423364447002,60.0289367130683,54.81252493996054,23.159797696974298,41.85640420529666,beginner
synthetic_user_1616,3,341,13,7,0.34417529532619706,315.6941846027448,0,4,1,57.25493448793765,40.11892885304336,13.733433619899772,39.34415189138319,88.24855114773601,beginner
synthetic_user_3025,18,9480,4,45,0.9213036400619261,82.49231858543713,9,1,8,1028.3685740940728,369.58197372520596,3551.1359573912537,1251.1744410011297,435.73905378833854,expert
synthetic_user_1414,2,466,8,3,0.27776845852013926,365.3953754441894,1,7,32,85.22590637940081,14.337951773465623,5.265709148235552,154.74188383813606,66.62854886076191,beginner
synthetic_user_764,6,1326,3,8,0.5278348107323542,247.60527386939728,3,2,53,461.2822458704836,73.79007235836147,233.79673948700375,146.27220942788193,13.05873285626915,intermediate
synthetic_user_656,11,2455,4,25,0.7296109681357875,160.2564534348624,7,0,16,40.82440856973859,998.5497010289876,38.74102155100701,424.0272976644845,216.35757118578226,advanced
outlier_struggle_298,2,58,27,33,0.0565089269088102,393.56338129397886,0,11,134,31.515934411182055,39.724065166811044,1.5835565861445078,30.611125122053462,40.78133753607824,beginner
synthetic_user_3850,3,922,8,11,0.5340921944057618,186.15321637522868,4,1,8,84.77141310818119,56.46431508851317,131.8146497150859,344.2324328949115,28.11718919330826,intermediate
synthetic_user_4154,2,217,17,2,0.4734773085053323,333.7021233748328,0,3,38,3.6079091800993517,2.6472235551062577,1.7999138427848946,31.661544267833847,112.18340915417564,beginner
synthetic_user_469,5,1392,8,12,0.6306921690026989,239.21998133107573,4,2,17,112.081622902818,307.7847825758711,207.52693499936922,36.60187340282752,310.40478611911414,intermediate
synthetic_user_158,2,27,11,8,0.41684429096254516,341.56701944595375,0,3,57,0.36164287063700684,2.6003553580579077,2.812248697769322,0.7688166237674644,12.356936449768297,beginner
synthetic_user_1296,10,7153,0,88,0.9257877046239708,99.43597189705815,12,0,12,1501.8265825676876,45.14321434887711,2265.1065099531515,432.4310933483412,762.5925997819417,expert
synthetic_user_498,3,176,14,6,0.4299053841672171,289.81667853522265,1,4,42,19.543248695799765,25.90177135778151,34.5826174795705,24.00667674692111,19.1656857199271,beginner
outlier_high_241,20,12928,0,142,0.9663646828227626,37.36446833832386,10,0,23,2899.4829259721773,1898.7102577815656,1723.0368032082085,2951.4393577127366,1534.3265440553648,expert
synthetic_user_2941,4,881,4,24,0.5892113781338993,241.75201208546702,2,1,38,71.93328545168175,66.6543081775756,35.17027524953883,118.9411663041078,324.000964817096,intermediate
synthetic_user_3457,6,803,7,11,0.48827434866156044,240.74800921673685,5,2,11,24.920692296781006,1.246678057148173,420.9317832379253,77.58108617350241,37.41976023464312,intermediate
synthetic_user_374,6,2403,2,26,0.7771290643905227,94.85067816436808,5,1,11,1012.5911097253781,289.49359154008226,85.30472066348399,131.68651885783154,163.024059213224,advanced
synthetic_user_80,11,6294,2,78,0.9551676771780764,72.3370331270279,8,0,36,117.44394432330435,2824.80112901968,814.034032794581,400.13305991513704,249.38783394729663,expert
synthetic_user_1554,6,1915,7,40,0.7273018296629814,163.7505957686937,5,2,79,115.41147591099808,91.10443948967378,368.43945232023526,522.8900651190692,242.6545671600235,advanced
synthetic_user_1670,6,408,7,21,0.5496147227049565,171.45020818171497,2,2,10,17.918367079185394,214.11235348543082,17.844933688851402,30.08520575111164,5.639139995420701,intermediate
synthetic_user_2132,6,2302,1,39,0.7322969752273084,102.22004130760848,8,1,30,916.5252681506365,344.8234125040691,298.4888362549529,0.9584589476158025,50.60402414272554,advanced
synthetic_user_4440,4,473,9,19,0.6491107759812444,236.75649961010322,4,2,18,82.19177475159773,87.61476737410035,10.455931644184368,150.28573706831253,0.5517891618050497,intermediate
synthetic_user_466,3,585,10,14,0.5839222426140074,181.347326373388,4,1,26,146.0815630484013,138.8807374855595,40.237332007924124,31.570567574831475,52.72979988328355,intermediate
synthetic_user_249,2,234,18,2,0.4197241594438006,224.29907821755307,2,5,9,79.76578456614976,11.520726764684964,21.766772072581457,34.051741847902505,16.694974748681297,beginner
synthetic_user_932,3,122,17,9,0.4288566433689115,220.51691206620416,2,2,32,12.86744666318332,45.33675815041374,15.518808335715068,2.6943791475228562,8.982607703165,beginner
synthetic_user_1336,1,297,5,9,0.2745842357065219,364.5432427631766,2,7,9,10.05025568207902,54.23277542453786,14.29368771128008,21.002079968259157,108.32120121384386,beginner
outlier_specialist_25,8,3051,4,44,0.5708592722510746,155.9692622538729,3,2,85,50.0,2473.2253222327436,50.0,50.0,50.0,intermediate
synthetic_user_1339,2,386,16,9,0.4649173187697702,305.6466465429917,2,3,127,52.289272370052174,86.38738164669957,16.212576255073174,52.19227870206943,63.11849102610565,beginner
synthetic_user_1407,5,917,7,9,0.5106877178320567,182.30150875511296,4,1,48,48.23417370882065,209.29959199043526,67.41615217523265,25.644933862610845,291.3051482629005,intermediate
synthetic_user_1091,13,8680,0,78,0.8032769545585758,84.72679744849472,10,0,24,2088.202185711519,159.27212656122452,1754.1976310563066,1623.461107993682,450.8669486772664,expert
synthetic_user_4210,2,308,11,9,0.24915527731051915,329.18381166073874,1,5,110,136.7915661163981,49.467302194052,11.803312440247423,8.684029212774233,8.853790036528277,beginner
synthetic_user_743,10,1243,6,47,0.6938590565009661,158.26515628228765,6,1,89,321.8125323773247,131.92683258344803,46.82453791955854,136.44169564949655,233.094401470172,advanced
synthetic_user_2324,5,1119,6,24,0.6794474774278458,228.2076798231039,3,0,9,37.20427849744267,5.49531433886323,567.9087171527212,58.665895956386905,114.0257940545858,intermediate
synthetic_user_3602,6,3312,4,28,0.7617925902214611,85.07627088135428,8,0,8,363.48815948722915,884.5096727886971,340.99136782866566,683.7963212335779,45.61447866182973,advanced
synthetic_user_2124,7,2537,1,36,0.8164655839958808,110.65577517060993,6,2,31,246.42202188999588,887.5514951796704,341.8390916786345,103.08262495537898,197.00476629632,advanced
synthetic_user_2095,6,614,3,10,0.47014019985124467,225.4641704567006,2,3,3,2.8419803373730312,207.26316977112643,6.124291345325848,64.57162819955623,148.99893034661838,intermediate
synthetic_user_241,2,295,7,1,0.30645824922384435,243.06887627651054,0,4,21,42.207503346072144,21.750521050030052,18.923079972727646,101.03613227695,22.582763354220173,beginner
synthetic_user_2352,11,6321,3,89,0.9285107102922383,87.72184160759531,10,0,27,558.7880662566297,259.05511158493766,1650.9423627548395,1107.5654893093358,848.3489700942578,expert
synthetic_user_1371,1,358,12,4,0.30749687857681496,348.6556517834388,0,3,7,144.63905000808435,32.28556793515754,13.037283130735759,46.481265694181495,14.156833231840846,beginner
synthetic_user_1058,1,344,19,5,0.4371776385951238,217.31747163587005,1,6,9,59.04853442599298,23.610418631463464,36.337613610191916,107.56964769385118,14.233785638500436,beginner
outlier_high_317,23,10310,0,145,0.9730889482541962,36.59938395019837,12,0,48,2302.7793093891078,2202.3659755179197,2174.3481767835437,1973.4804479159138,2590.2683617111907,expert
synthetic_user_200,3,1482,9,19,0.6438365376007839,140.62113878842914,3,1,7,455.3219361000163,335.49169006393794,83.09892540359037,135.05130829764806,28.436140134807378,intermediate
synthetic_user_2281,3,910,11,13,0.49314873289815686,178.79856890813375,3,0,19,20.695836725032585,365.503185230695,26.283309281425122,54.495018352674684,170.02265041017253,intermediate
outlier_specialist_250,8,2945,6,41,0.5532828931811288,187.87017680818659,7,3,93,3440.2351848592125,50.0,50.0,50.0,50.0,advanced
synthetic_user_2221,3,106,5,6,0.48289241599805705,266.23146736487286,0,6,13,27.630336720586698,24.099128871699072,19.309007497996678,0.7550291174613459,2.4064977922561837,beginner
outlier_inconsistent_272,8,1588,9,25,0.5976440433074021,255.19805733910738,1,0,75,749.2006565900584,124.42172645676955,467.30849046436504,178.13296618455834,227.27334589005102,intermediate
synthetic_user_2820,12,6471,3,83,0.9646949889703483,79.07399772621102,11,1,6,901.8298921988785,1898.5104528275185,778.9240526045478,210.02625414703832,740.4093482220168,expert
synthetic_user_3151,3,109,6,4,0.28364072564354026,323.85677216335813,2,3,21,16.284107861307334,3.065686852230847,45.00831818054476,4.6573366757936885,7.284550430123353,beginner
synthetic_user_4257,6,661,10,8,0.6260433971443448,214.62160550261297,5,2,28,28.058162779529773,28.205602279437024,50.27110644752564,125.86393265528949,230.30119583821806,intermediate
synthetic_user_3108,4,596,8,18,0.6547193877841779,175.799693499284,5,0,5,49.912288150233884,88.67225297873804,93.59836790147833,114.02133566866435,70.99575530088539,intermediate
synthetic_user_1974,2,50,13,4,0.4766753811005644,270.08178896360766,1,3,12,1.6874748956080499,4.465544798961545,21.497334062730303,2.205268654728921,5.144377587971176,beginner
synthetic_user_1376,5,1317,6,17,0.5482596964987189,236.20569661310535,4,1,16,181.19244848252782,239.22295516860473,405.95974892235535,17.528313431380536,77.99653399513134,intermediate
synthetic_user_3969,2,64,7,4,0.3581802432942809,303.4733096216422,1,2,3,4.225326482640128,10.813933106217936,8.966000444330646,12.012185096663302,8.782554870147992,beginner
synthetic_user_4063,6,780,10,22,0.588544683056693,195.56254366755405,5,2,24,44.29695612591166,103.82339916542408,172.88437394952146,219.60500806818445,5.3902626909584095,intermediate
synthetic_user_4446,4,936,5,10,0.6437140742230776,220.47429432808104,3,1,6,147.02639327776208,97.81211384113615,49.05176142666334,194.62495215812237,166.68477929631595,intermediate
synthetic_user_3558,3,1321,11,16,0.6031362304431176,197.79726908466114,3,2,95,201.3714098682199,455.2733681491639,91.3235559081003,111.0359899016196,65.69567617289628,intermediate
synthetic_user_965,3,1400,8,9,0.6462730509812475,152.33193027564081,2,0,27,401.54669614724696,84.17327069817966,260.8262808545948,222.85334409389333,10.600408206085298,intermediate
synthetic_user_180,2,492,19,0,0.44887626705957506,374.3195454576461,1,3,24,78.58993522567853,115.69258410168936,78.02844183858626,6.952452416476315,65.13658641756952,beginner
synthetic_user_3699,4,1242,4,13,0.5707571893354617,146.15761100006003,3,0,12,227.05555232751016,231.00866462254274,366.32355192628455,16.010677519034314,29.001553604628302,intermediate
synthetic_user_3822,3,40,19,6,0.31804909432607825,223.88362132019768,2,2,30,1.648898118402137,2.4426391940001277,8.847639583776267,13.631818997129722,1.4290041066917456,beginner
outlier_struggle_379,1,75,25,32,0.13079445266085055,426.91651259411356,0,11,135,11.370594546419827,14.251489858599964,20.11984828103049,44.46561346341969,4.816351712415068,beginner
synthetic_user_3900,7,3413,3,42,0.7462303441705362,148.46570561679022,8,1,17,55.66488755063178,1179.6609117327557,184.9981361545451,202.30066908114802,766.4753954809195,advanced
synthetic_user_4488,6,2560,2,34,0.6852607527079374,170.50072540989618,5,0,58,273.66124063396774,72.00229505407776,91.9513866827227,1103.7013355056995,250.68374212353234,advanced
synthetic_user_3239,1,462,8,0,0.42858582731018785,204.22430176154643,0,7,65,66.52678300649437,29.26911188130283,60.96295511719729,154.42629425554838,12.21485573945713,beginner
synthetic_user_2975,3,573,11,17,0.5023599435219546,169.06683771064075,3,2,1,12.028279914982518,23.777300584907174,310.6232649087259,25.315298614771365,29.355855976613014,intermediate
synthetic_user_3581,5,516,3,19,0.5798421194012802,237.44425618508126,4,3,6,16.657321902314937,97.64438831204424,150.06811243031916,0.7408214720930563,96.08935588322856,intermediate
synthetic_user_2888,9,1714,2,43,0.7170611270166813,131.84542950722542,7,0,10,555.8220482207917,23.08767049341843,150.97337308721856,248.94787907297803,220.96902912559338,advanced
synthetic_user_2576,1,478,19,7,0.2545490626099857,276.87317953553975,0,3,26,176.09137887155526,15.121428958276562,33.71603040166777,74.94252666736682,34.72863510113349,beginner
synthetic_user_1420,6,659,11,22,0.6763377255817592,193.6048413616629,5,2,42,47.371580569418214,43.4242764887614,25.594176299668476,236.77347213482156,108.13649450733033,intermediate
synthetic_user_3908,7,2307,4,42,0.6733103618621865,139.64814111966464,7,0,21,345.809382403732,1020.8220885071106,73.82809429426217,128.72763611812144,45.71279867677368,advanced
outlier_high_174,18,8449,1,134,0.9784110668966906,49.36726964185824,14,0,56,2638.281010093413,1529.80419143466,2746.317532686505,2041.2909624323647,2701.9814232292847,expert
outlier_struggle_403,2,90,22,22,0.2330239984842214,493.0719723347006,0,14,99,28.710400756922706,4.543053296560728,0.9903893500435745,49.28795929624626,13.718358642459162,beginner
synthetic_user_1861,1,111,19,6,0.2300234941134441,213.7129613852195,1,4,11,13.176097732045445,4.608263044476163,19.29347893706637,4.800997507160963,35.821162779251054,beginner
synthetic_user_9,3,236,17,3,0.361952327390502,215.3959819657586,2,4,49,3.8536358226965994,58.19524649288692,36.18666169720291,21.996116643432867,44.968339343780706,beginner
synthetic_user_2895,12,8140,1,96,0.803856526790275,73.45831870758869,9,1,2,1111.922234804053,828.1208909235058,424.3685691985144,2868.94681346117,464.64149161275645,expert
synthetic_user_2848,4,692,8,17,0.47776664664839563,159.98300691848056,2,0,6,26.607480439686924,180.32871263259403,147.42462079461555,100.76775785808267,29.271428275020778,intermediate
synthetic_user_3665,2,4,13,9,0.2912380804473085,294.0842700243879,2,2,34,0.7854905832548581,0.0713703022706859,1.4300588032439037,0.13419700794939227,0.37888330328115954,beginner
synthetic_user_145,10,2924,7,22,0.7986847572153218,90.5930712558493,8,1,1,797.4840697221804,390.38362707704516,552.6500242646302,67.3302904881271,238.95198844801703,advanced
synthetic_user_2105,3,623,3,10,0.5808534567795282,123.75546239535504,5,2,12,58.1729368330996,36.59544706711195,265.91457663106394,13.795807931519686,61.62123153720476,intermediate
