user_id,level,score,hint_count,challenges_completed,success_rate,avg_completion_time,consecutive_successes,consecutive_failures,days_since_registration,difficulty_label,sql_injection_score,xss_score,command_injection_score,authentication_score,csrf_score
synthetic_expert_3111,17,8814,2,113,1.0,22.065218625886644,7,1,13,expert,2969,2401,1600,1925,1217
synthetic_intermediate_3741,4,1847,10,29,0.6811234481471219,210.39728052056648,4,2,122,intermediate,645,363,293,310,220
outlier_struggling_296,2,43,37,87,0.13144326451636526,438.50408737103663,0,16,126,beginner,26,8,4,3,4
synthetic_advanced_2379,7,4478,4,60,0.7870109710256887,116.54969544829902,7,1,147,advanced,1259,771,984,980,645
synthetic_expert_1082,19,7219,1,125,0.9038999486730505,74.73605957681886,14,0,290,expert,2802,1851,1479,1543,873
outlier_talent_267,12,4383,0,20,0.9738293050277588,63.443116345335454,10,0,31,expert,1101,1773,1137,936,1147
synthetic_intermediate_728,6,2015,10,32,0.8127495559799396,212.34524086676154,4,2,233,intermediate,593,511,391,348,293
synthetic_beginner_1289,1,141,18,5,0.45072771764524383,280.00696803846523,2,2,141,beginner,40,36,28,24,22
outlier_slow_41,5,2812,12,48,0.9292220448604048,423.0567578088443,5,1,352,intermediate,445,331,530,693,351
synthetic_intermediate_181,4,572,6,16,0.8845168909269973,137.14107274655663,5,1,6,intermediate,128,106,111,91,65
synthetic_beginner_390,3,386,17,1,0.2367273022291748,426.3635067722028,2,1,135,beginner,128,95,71,89,63
synthetic_intermediate_4012,6,1957,7,13,0.690857882872042,168.21138690991842,6,1,313,intermediate,444,532,407,377,207
synthetic_intermediate_2429,6,713,4,20,0.697703181103674,190.199517052774,3,3,43,intermediate,204,167,112,133,87
outlier_inconsistent_82,5,2596,19,43,0.7985272633734971,177.8099100265967,8,4,52,advanced,597,600,565,354,109
synthetic_beginner_2628,3,419,8,5,0.4532611956881102,448.6998487876883,2,4,345,beginner,97,72,91,82,45
synthetic_beginner_1112,3,165,11,6,0.24344516788270826,173.70677145917034,2,1,15,beginner,58,58,45,43,31
synthetic_intermediate_2739,5,1100,3,32,0.6122319872977077,148.7889690924015,4,3,325,intermediate,269,271,195,221,159
outlier_inconsistent_347,5,1638,6,57,0.3529936505138568,153.4366437973461,5,3,97,intermediate,330,79,521,369,100
synthetic_beginner_3321,2,305,12,6,0.3407159043496512,409.57017868539225,1,4,6,beginner,88,100,67,60,42
synthetic_expert_2647,12,7748,0,138,0.9795408373768186,75.524127026847,17,0,361,expert,3005,2544,1806,1998,1756
synthetic_intermediate_2310,4,886,5,20,0.6540931706554691,120.38244967681946,2,0,167,intermediate,251,255,194,195,93
synthetic_beginner_3746,3,161,14,8,0.4071565016812516,308.3705499748363,0,3,206,beginner,31,26,24,29,16
synthetic_advanced_2704,10,5029,4,63,0.7114019141001353,149.7632973996946,9,2,276,advanced,1249,780,1211,1038,761
synthetic_beginner_2392,3,221,18,7,0.5066226876224258,400.9478843294487,1,4,211,beginner,65,46,43,41,38
synthetic_advanced_88,9,2504,5,36,0.7570860892719898,70.18823378492618,4,2,295,advanced,557,640,593,400,492
synthetic_advanced_2771,8,4492,2,57,0.9067951398727183,125.40363676387254,9,0,49,advanced,1389,716,1180,951,869
synthetic_beginner_1315,2,479,12,9,0.530480882324334,335.4000579208054,0,0,196,beginner,128,75,102,86,57
synthetic_beginner_577,1,190,17,4,0.22183666759267576,159.4548360158584,1,0,88,beginner,53,39,31,33,28
synthetic_beginner_1183,1,173,20,6,0.42636896626218773,459.5718615573014,1,4,145,beginner,54,46,42,27,20
synthetic_intermediate_1637,4,1943,2,10,0.7634067848302306,157.0128166854724,3,2,255,intermediate,499,389,380,306,323
synthetic_beginner_3167,3,321,14,1,0.24870322893331426,210.21184734581556,2,3,183,beginner,63,69,65,45,37
synthetic_advanced_2384,8,3205,2,37,0.9745278191984759,121.8610403524339,5,2,223,advanced,788,822,756,643,567
synthetic_beginner_3672,1,113,20,3,0.36017057710701683,438.0571085886611,1,1,34,beginner,26,18,26,19,11
synthetic_expert_4182,13,10702,3,118,0.942735974882649,66.08733187186263,17,1,243,expert,3243,2585,2081,1797,1789
synthetic_intermediate_4071,5,978,6,13,0.6211359996359965,130.13291061329028,5,2,165,intermediate,226,265,216,190,193
synthetic_beginner_911,3,9,7,6,0.5173121580869954,328.75868386040554,1,5,333,beginner,2,2,1,2,1
synthetic_expert_3610,14,11614,1,173,0.7292164262792906,60.48393613546647,13,0,124,expert,2537,3156,2486,2018,1651
synthetic_beginner_3657,3,393,10,3,0.24635169910879273,176.22773279039026,0,0,359,beginner,76,86,68,81,45
synthetic_advanced_3403,10,1848,3,41,0.6212416712709887,60.139137971009326,9,2,218,advanced,672,383,475,376,288
synthetic_expert_2901,16,10306,3,128,0.9390290462796244,47.72505163901131,18,0,212,expert,2842,2143,2087,2138,1553
synthetic_advanced_3764,10,2945,0,43,0.968716300936513,73.47472273713385,4,2,86,advanced,678,814,588,627,519
synthetic_expert_3474,17,10351,0,90,0.9097793246335524,34.28112710986386,15,1,47,expert,2653,2096,1565,2400,1363
synthetic_advanced_3542,7,4919,4,57,0.7617926680843962,139.73481323902013,6,0,259,advanced,1011,943,948,903,751
synthetic_advanced_3586,8,4892,1,60,0.8720295510468941,61.60659079898265,8,0,233,advanced,930,682,716,743,554
outlier_struggling_326,1,82,42,79,0.1769723487185759,570.7785815654289,0,18,158,beginner,26,9,1,6,6
outlier_speedster_120,10,4126,1,85,0.9456791227799416,16.591160391443214,5,1,25,advanced,1278,1090,1204,1422,699
synthetic_beginner_3073,3,339,13,9,0.5805845010565954,272.110150836566,2,4,257,beginner,95,85,77,83,65
synthetic_expert_2189,11,4691,0,80,0.7617605015688297,56.23740074058722,16,1,50,expert,1669,1456,1065,1143,744
synthetic_expert_3918,10,7854,1,62,0.8957287825512456,24.568755027716005,13,1,335,expert,2132,1380,2076,1410,1159
synthetic_intermediate_3392,5,1947,8,33,0.6981744675986025,122.67362311849544,2,0,104,intermediate,396,511,357,447,309
synthetic_expert_927,14,11977,2,197,0.9499996361463514,29.887726889358504,14,1,23,expert,2768,2336,1624,1927,1862
synthetic_expert_990,10,6804,0,154,0.9118434978864184,28.480370376531823,11,0,62,expert,2320,1973,1346,1280,907
synthetic_expert_2020,19,13538,1,118,0.7350197771039764,25.99673870763804,13,1,117,expert,3241,1877,2404,2095,1955
outlier_inconsistent_330,4,2027,16,56,0.84774609567794,219.93013626959973,9,6,47,intermediate,694,338,285,280,88
synthetic_advanced_2052,9,3124,3,39,0.8858915245076339,67.07964977300482,6,0,52,advanced,757,569,711,774,515
synthetic_beginner_670,1,294,19,7,0.38038499193817704,378.55359840125016,1,1,353,beginner,137,64,61,97,61
synthetic_advanced_3071,7,2953,1,39,0.7120922489267061,96.73570129084138,4,2,209,advanced,985,878,704,746,422
synthetic_advanced_533,8,4775,3,60,1.0,54.05979674497659,3,2,315,advanced,1282,1322,942,791,702
synthetic_expert_1237,16,10585,3,115,0.8651604188819793,22.899354601113377,12,0,227,expert,2495,2489,1982,2016,1873
synthetic_expert_73,20,10307,3,106,1.0,73.4335601724043,10,1,151,expert,3145,3006,1707,1736,1788
synthetic_advanced_966,7,2734,1,68,0.7689253621049715,126.81044396867752,7,1,118,advanced,689,686,624,461,409
synthetic_expert_3711,13,9129,0,166,0.6669041281359103,46.35509420570819,16,1,5,expert,2515,1694,2276,1805,1351
synthetic_expert_1387,12,4546,0,169,0.9322150547843026,79.04484691493451,20,0,146,expert,1533,1432,1179,1391,1096
synthetic_intermediate_2959,4,710,10,28,0.7080122170948391,190.7220631616317,5,1,206,intermediate,184,171,131,187,108
outlier_talent_98,13,6734,2,32,0.8858453228685017,67.62842264268815,11,0,31,expert,1134,1335,921,1880,699
synthetic_advanced_565,9,2605,4,43,0.7695670311417272,88.31747564851524,8,0,300,advanced,621,477,508,380,454
outlier_hints_159,6,3816,35,56,0.7770080751125298,328.65451447748455,6,1,93,advanced,754,491,850,923,670
synthetic_advanced_548,8,4602,2,53,0.8730041946106669,143.44742062051182,10,0,129,advanced,1175,1174,743,795,580
synthetic_advanced_2460,9,2537,0,56,0.8943044096935582,87.81303690210945,4,2,314,advanced,922,552,452,734,430
synthetic_beginner_2664,3,123,16,9,0.2500144726418998,257.91602004333953,0,4,162,beginner,29,29,18,22,20
synthetic_advanced_1409,7,4804,2,53,0.7186537671657173,67.16988999682135,7,1,236,advanced,1489,923,732,715,587
synthetic_intermediate_2877,5,829,6,18,0.868196004598581,168.94858741652544,2,3,174,intermediate,241,251,199,222,178
synthetic_beginner_3071,3,26,11,9,0.323015365699656,277.21932097915874,2,4,65,beginner,6,6,7,7,2
synthetic_advanced_458,10,2201,0,64,0.9269905725559577,108.55764276786394,7,0,301,advanced,593,568,354,329,416
synthetic_intermediate_678,6,1117,5,12,0.7862762950061385,111.91424732332833,6,2,120,intermediate,334,258,164,226,172
synthetic_advanced_673,10,2099,3,35,0.8889963355126081,41.61556516104571,3,1,129,advanced,674,490,353,424,356
synthetic_expert_1366,11,4004,3,192,0.8954987242513576,63.65450846961092,17,0,138,expert,1627,1003,823,1009,545
outlier_talent_372,9,5429,1,24,1.0,55.21069712538565,10,0,34,expert,1435,1299,1095,1317,767
synthetic_beginner_3326,2,168,9,2,0.4317106500949284,288.0754668186829,1,1,232,beginner,54,53,30,37,26
synthetic_expert_612,17,7099,1,194,0.6177801807408662,47.66148481513036,14,1,117,expert,2417,2159,1279,1362,1449
synthetic_expert_98,15,4345,3,64,0.943059630631027,54.4464007917377,15,0,49,expert,1737,1424,1013,872,606
synthetic_advanced_1524,10,4209,2,34,0.6727258509250928,88.9851471819141,9,1,8,advanced,1433,963,862,773,424
synthetic_beginner_275,3,270,17,10,0.40361567941465976,513.0739373355484,2,0,311,beginner,78,38,48,61,28
synthetic_advanced_3348,8,3283,4,66,0.7633102970405858,120.70738246415644,6,2,230,advanced,839,758,614,510,524
synthetic_intermediate_2243,6,1869,6,29,0.6163480374549468,127.54039126647098,3,3,87,intermediate,564,355,348,397,208
outlier_inconsistent_87,4,1911,18,35,0.3621613911526882,261.5510617171117,7,7,42,intermediate,808,438,343,452,370
outlier_speedster_201,13,3311,1,40,0.7547907397396367,19.028995407894275,11,0,39,advanced,1346,972,1475,841,675
synthetic_expert_177,10,12001,3,76,0.9409823816962696,26.051087912189384,19,0,346,expert,2592,3462,1834,2674,2381
synthetic_intermediate_3086,4,1907,10,30,0.5118079528782811,105.83092689395949,5,2,146,intermediate,532,522,455,341,292
outlier_hints_138,8,4683,35,30,0.722848013192027,176.88919301145214,4,0,176,advanced,562,499,795,931,681
synthetic_intermediate_1935,6,1583,4,21,0.8569290786579474,212.2316763418282,3,3,356,intermediate,340,333,292,256,277
synthetic_advanced_3967,9,3807,1,39,0.8566546793690154,98.46457662673127,5,0,131,advanced,842,1046,974,697,475
synthetic_advanced_727,9,2270,3,46,0.7392806444850809,160.06676014394927,3,0,113,advanced,806,378,444,505,379
outlier_speedster_15,10,4068,1,65,0.797073390614108,13.820665394689549,8,1,140,advanced,802,1270,1079,748,984
synthetic_expert_1634,17,11310,1,75,0.8404626566245541,37.773750690075545,19,1,331,expert,3593,2235,2335,1775,1879
outlier_hints_14,6,2844,27,61,0.6376365339773129,256.42022481286756,4,1,209,advanced,962,404,772,665,488
outlier_hints_114,7,4398,22,55,0.8265221607756978,183.7519082818912,8,1,76,advanced,1061,984,528,420,426
synthetic_expert_1380,11,4313,1,151,0.9519753191604798,73.3469999916805,15,0,255,expert,1634,1128,1164,1154,1169
synthetic_intermediate_128,5,1823,3,34,0.564627296234417,179.83266317795247,3,2,177,intermediate,511,417,301,373,323
synthetic_beginner_2437,1,266,6,4,0.5151236245286901,227.84028840092728,2,2,4,beginner,64,80,50,46,31
synthetic_expert_1201,10,10908,0,158,0.679155704820964,74.22731400176288,20,1,288,expert,3108,2727,1762,1850,1975
synthetic_beginner_2116,1,37,17,9,0.2805322843019624,201.49007592193863,0,3,198,beginner,9,9,7,7,4
synthetic_advanced_704,10,3408,3,54,0.6041267181845447,87.03291716618106,8,0,222,advanced,839,770,494,587,544
synthetic_expert_3397,20,8679,3,108,0.7657165155913621,41.86073689465041,11,1,119,expert,2514,2347,1718,1520,948
synthetic_advanced_1157,10,3576,0,36,0.9397935928198573,104.6805718972355,9,1,128,advanced,975,925,973,1014,573
synthetic_expert_3511,20,8651,2,112,0.9061694660605044,74.3722305878118,18,1,267,expert,2830,1957,1610,1463,1702
outlier_inconsistent_111,5,1628,19,28,0.4050582227681221,125.02650523267829,3,7,100,intermediate,656,134,383,252,212
synthetic_intermediate_1579,4,1283,7,28,0.6964212951751151,220.4193405511385,4,2,111,intermediate,400,320,215,187,139
outlier_inconsistent_52,5,1549,23,21,0.7354280210550439,67.5575425350987,2,1,156,intermediate,449,474,646,182,241
synthetic_advanced_3100,8,3673,5,40,0.8126638365594271,71.42094389238035,3,2,113,advanced,845,932,794,589,550
synthetic_beginner_1880,3,386,20,7,0.6195911047988925,358.0477433822543,1,1,75,beginner,133,69,67,101,64
synthetic_advanced_246,8,3548,2,37,0.7993925913885851,97.46680248089308,4,0,82,advanced,849,1124,922,794,526
synthetic_beginner_2649,1,378,11,3,0.6427889169036107,302.02243405955323,2,3,79,beginner,80,57,73,80,54
synthetic_advanced_1818,10,3470,3,53,0.7886059834677314,92.56345461108859,5,1,31,advanced,1045,1037,789,627,698
synthetic_expert_2808,20,8711,2,69,0.9132833329429613,48.5690360400775,12,1,13,expert,2449,1617,1539,1331,1361
synthetic_beginner_2800,2,148,10,0,0.27444098694836266,268.61856648130515,1,1,348,beginner,36,40,28,35,16
synthetic_beginner_733,3,274,9,4,0.3285413638884884,437.3308164421261,0,1,14,beginner,81,54,45,52,45
synthetic_beginner_3165,2,41,12,4,0.2902518283863241,342.4144849370823,0,4,320,beginner,10,8,9,8,7
synthetic_expert_3190,14,9737,3,137,0.9942297475884182,19.65870989521481,12,0,121,expert,2349,2283,1825,2149,960
synthetic_advanced_4179,7,2601,3,46,0.8077468321826767,72.1612400548973,5,2,236,advanced,826,389,478,501,464
synthetic_expert_695,17,9987,0,172,1.0,84.1663987252731,6,1,350,expert,2656,2287,1633,2289,1151
outlier_speedster_359,11,6780,2,89,0.8365979927348408,15.513173451841205,11,1,87,advanced,1498,708,762,864,745
synthetic_beginner_3521,1,328,11,6,0.2856239376109011,335.49061957956394,2,0,315,beginner,83,72,64,47,53
synthetic_expert_3014,17,10276,1,104,0.8388964175076135,67.9028201104636,11,1,313,expert,2373,2999,1553,1531,1861
synthetic_advanced_132,8,2991,1,62,0.7453445097400768,54.95316732433069,5,0,223,advanced,1040,581,749,511,420
synthetic_beginner_2698,1,46,5,4,0.28238933239731734,309.0143164710547,1,1,40,beginner,14,7,7,9,4
synthetic_advanced_2407,8,2054,2,42,1.0,52.58282779958208,10,1,252,advanced,448,562,318,456,217
outlier_inconsistent_243,5,1399,12,46,0.6051095216947355,52.51306647366696,9,3,162,advanced,904,217,651,123,160
synthetic_intermediate_3180,6,973,3,24,0.775617119508528,195.35460751164328,5,0,301,intermediate,222,219,230,238,182
synthetic_expert_615,10,12754,1,64,0.8679471415560716,39.441729082819904,17,1,80,expert,2325,3332,2082,2619,1337
synthetic_beginner_3413,1,430,15,10,0.2762994601734469,177.58948318594375,0,0,193,beginner,108,127,115,86,88
synthetic_expert_2459,12,4961,1,96,0.9386033267239116,67.14405763107372,8,0,119,expert,1395,1203,723,810,822
outlier_prodigy_364,20,11488,1,111,1.0,23.13012532627434,24,0,67,expert,5225,3715,3950,2019,1904
synthetic_intermediate_546,5,1882,7,14,0.7441023668621711,143.27077285787664,6,3,26,intermediate,412,356,303,300,291
outlier_inconsistent_90,6,3050,4,32,0.3073912032527837,129.00429662113382,8,0,184,advanced,661,160,51,425,138
synthetic_advanced_3124,7,2219,4,42,0.8547162085470342,89.55830621330641,4,1,95,advanced,604,693,577,432,352
synthetic_advanced_2094,7,4813,2,68,0.8270546270964984,131.24429827636416,10,2,342,advanced,1388,1357,743,821,820
synthetic_expert_2854,17,11995,3,112,0.9961379701965292,49.09290237102662,18,1,224,expert,2433,2273,2772,2446,1315
synthetic_beginner_2222,3,330,15,2,0.3975005043226958,258.51453529595926,2,3,4,beginner,70,76,57,48,49
synthetic_expert_733,17,9316,0,131,0.9170017249558116,49.08602273662896,5,0,133,expert,2959,2788,2390,2257,1863
synthetic_expert_2988,17,5685,2,160,0.9362530693478656,27.8089758818307,9,0,52,expert,1483,1037,1452,1111,635
outlier_struggling_311,2,104,33,65,0.17145617362608231,593.5626647848494,0,17,246,beginner,22,7,0,19,8
synthetic_expert_3683,10,12881,0,122,0.924973964989809,75.46132603514869,5,0,258,expert,3940,3307,2208,2469,1549
synthetic_expert_1688,14,7741,2,168,0.7873520808854433,38.56411505670788,5,1,27,expert,1528,1127,1799,1320,1325
synthetic_intermediate_1395,4,1737,4,25,0.5147363571601866,143.51305550636982,5,0,271,intermediate,557,448,306,428,256
synthetic_beginner_409,2,78,11,6,0.34710457855947363,316.5941410642137,1,5,347,beginner,19,13,17,16,11
synthetic_expert_452,13,9320,1,116,0.8868492998889674,89.88129055888139,16,1,197,expert,2371,2586,1984,1556,1221
synthetic_beginner_1500,1,483,7,2,0.39352258108799,207.6935236244767,0,2,292,beginner,116,74,82,69,66
synthetic_intermediate_1469,4,1986,6,16,0.7546005602810255,187.6347673714773,3,2,52,intermediate,386,522,402,334,190
synthetic_intermediate_1504,5,1301,3,10,0.7357126812769068,195.94964891392385,6,0,239,intermediate,260,296,198,251,134
synthetic_beginner_1104,1,236,13,8,0.430807334177834,432.8037399642602,0,5,113,beginner,54,58,36,40,42
synthetic_advanced_2946,8,4526,0,65,0.7554104256676437,117.96709564038521,5,2,169,advanced,1369,758,810,806,703
synthetic_intermediate_586,4,1794,5,14,0.5570743704037483,192.43183686146173,5,1,160,intermediate,401,419,280,337,251
synthetic_advanced_3867,7,3961,5,54,0.8685553114588302,63.97967189060126,8,2,210,advanced,885,984,808,815,657
synthetic_intermediate_1541,4,1077,7,10,0.7914783296897561,108.78959858231663,3,0,160,intermediate,283,277,240,220,178
synthetic_advanced_2555,10,3073,5,62,0.9421210303447665,92.77665711150148,10,1,280,advanced,700,936,612,619,423
synthetic_advanced_729,10,3972,2,49,0.8852479920880209,63.46394326278791,6,2,86,advanced,855,1036,705,683,423
synthetic_advanced_1024,10,3971,5,62,0.814993357092229,56.57947963475311,10,0,185,advanced,841,762,824,954,730
synthetic_expert_580,11,11407,1,88,0.7810056444298867,36.364693486241435,18,1,176,expert,3784,2343,2335,1838,1625
synthetic_intermediate_3464,6,2186,5,20,0.6760940806492423,226.100197831563,2,2,341,intermediate,490,377,332,466,305
outlier_prodigy_150,15,13929,1,229,0.9082308288203906,11.841672484002437,29,0,126,expert,3850,2593,3560,3448,1201
synthetic_advanced_1348,10,2291,5,45,0.9079901278494158,42.83816175418333,9,0,172,advanced,760,622,369,417,385
synthetic_expert_2630,14,7339,2,96,0.8139112265127593,50.89015518973101,6,0,74,expert,2337,1365,1257,1804,1022
synthetic_advanced_2898,7,4138,3,56,0.8390010047303735,132.36010052951417,8,0,192,advanced,1200,1011,931,675,498
synthetic_beginner_3497,1,498,9,4,0.47591381227767326,367.1034990028341,0,5,51,beginner,115,90,75,76,93
synthetic_beginner_1309,2,298,16,9,0.45215527372774383,259.9452025529225,1,4,16,beginner,82,47,48,49,36
synthetic_expert_4080,17,11407,1,192,0.8669160929058508,46.2527764870884,15,1,219,expert,2908,2120,2266,1983,1176
synthetic_intermediate_746,4,1338,10,24,0.5828842230133195,152.8118974272864,5,2,45,intermediate,257,222,206,309,127
synthetic_intermediate_1323,5,1579,4,19,0.6593576353196009,182.60499900226117,2,1,229,intermediate,438,453,253,251,197
synthetic_beginner_1530,3,182,16,0,0.456986350978301,384.356643427957,0,0,275,beginner,57,34,33,38,26
synthetic_advanced_2788,10,2779,1,55,0.8137072094786658,141.3241348045923,9,0,123,advanced,738,587,408,375,275
synthetic_intermediate_3158,6,1089,6,20,0.7776124265353278,114.50836683814458,4,2,170,intermediate,334,269,258,218,115
synthetic_intermediate_266,4,1025,8,18,0.644287445102064,192.5968574653332,2,0,39,intermediate,286,178,243,205,168
synthetic_advanced_1792,7,2350,4,56,0.7965579001076936,140.4051584507674,6,2,12,advanced,561,776,400,624,500
synthetic_intermediate_3299,6,977,6,17,0.528871855751358,216.24983570041343,4,0,86,intermediate,254,131,150,172,107
outlier_inconsistent_74,6,1103,14,52,0.6723117783736753,55.89459920220488,4,0,133,intermediate,607,632,259,581,232
synthetic_expert_1186,10,6034,3,107,0.9131873326437241,86.10740231614085,9,0,347,expert,1769,1641,1415,1602,1256
synthetic_intermediate_784,6,772,9,16,0.6245602791808631,77.65327007893832,4,0,6,intermediate,162,205,181,148,79
synthetic_beginner_1859,1,321,9,0,0.5007660393816958,357.38022293729864,2,4,61,beginner,86,64,88,54,58
synthetic_advanced_3907,7,3173,4,66,0.8860354038189509,154.92986589111953,3,2,141,advanced,1053,666,573,668,510
synthetic_advanced_3,7,4131,5,43,0.6006530426278249,104.82572065447376,10,1,261,advanced,1071,1067,809,887,651
synthetic_beginner_3745,2,202,10,6,0.5198872270172965,252.85930143108192,2,0,332,beginner,64,53,29,47,27
synthetic_intermediate_1705,5,1548,5,32,0.7369348727861063,116.01124865618641,4,0,41,intermediate,285,285,276,324,151
synthetic_intermediate_3015,5,1236,4,22,0.630075707682653,118.51756624742241,3,1,127,intermediate,396,241,193,275,167
synthetic_beginner_2413,3,173,7,2,0.28967670025257497,234.53605203361894,2,1,334,beginner,34,40,33,27,23
synthetic_beginner_2139,3,40,7,9,0.3291607710884448,310.6943737489558,1,5,32,beginner,11,8,6,6,7
outlier_slow_219,5,2541,11,41,0.8165059664166459,608.5799409104503,4,1,399,intermediate,497,319,584,694,356
synthetic_advanced_222,8,4084,4,68,0.6761895369196552,94.09325349415084,8,0,196,advanced,938,739,703,655,471
synthetic_intermediate_1372,4,928,9,26,0.6046105719253817,206.96943300835287,6,3,64,intermediate,298,239,206,206,188
synthetic_advanced_3745,9,4119,3,56,0.8132873164234732,63.20746365855462,5,2,358,advanced,1049,763,709,763,493
synthetic_expert_3943,13,4680,0,181,1.0,100.9479517141306,15,0,11,expert,1092,871,894,1043,512
synthetic_beginner_4148,3,358,17,4,0.6354855200114875,432.5227306345313,0,5,95,beginner,107,67,57,80,58
synthetic_advanced_3819,9,3539,2,66,0.9288747750840384,58.47370137685724,6,0,276,advanced,790,693,545,570,472
synthetic_advanced_1721,7,3515,5,37,0.9223579726182596,54.901960978182295,6,1,153,advanced,626,611,632,441,505
synthetic_advanced_153,10,3171,4,30,0.7384671836925766,96.09014918947335,9,0,225,advanced,802,674,907,949,420
synthetic_intermediate_2655,5,762,3,21,0.4222165368681298,191.0463224562027,2,3,88,intermediate,224,141,116,123,89
synthetic_advanced_2488,8,3919,3,57,0.8134913590135067,79.80648744726885,7,2,133,advanced,1275,751,1027,890,456
synthetic_expert_2977,12,9908,0,66,0.8489627177030308,51.43866242475798,9,1,196,expert,3224,2333,2056,1841,1398
synthetic_expert_472,18,5153,1,129,0.996240636237647,76.66320653359395,10,0,312,expert,938,1095,906,892,555
synthetic_intermediate_3388,5,990,8,30,0.5432986369793027,149.78904252722714,4,3,78,intermediate,271,175,193,170,131
synthetic_advanced_1352,10,4230,3,53,0.6641013867301804,86.60375499566155,5,1,213,advanced,1159,911,897,946,607
synthetic_intermediate_1828,5,1454,5,16,0.6903775380565743,135.19798496912637,5,3,3,intermediate,399,380,319,277,230
synthetic_expert_3875,14,7624,3,139,0.767990485638483,43.831906228458514,5,1,93,expert,1656,1243,1571,1555,861
synthetic_expert_3136,11,5321,3,190,1.0,72.37372294330392,13,1,317,expert,1902,995,1258,995,815
synthetic_beginner_384,3,393,12,10,0.5966144187375048,269.55418750550143,0,3,302,beginner,153,68,108,90,86
synthetic_beginner_592,3,56,8,3,0.5539991820072531,464.8589531188302,1,0,354,beginner,16,12,10,10,10
synthetic_intermediate_2087,4,1773,4,35,0.5520749785787298,222.79639895750498,4,3,342,intermediate,651,557,305,372,198
synthetic_expert_2663,19,10053,1,170,0.9837276725586613,58.49206098173464,12,0,188,expert,2845,1621,1365,1545,1278
synthetic_intermediate_1512,5,956,8,32,0.7501637024424117,181.1548381390496,3,2,63,intermediate,387,318,206,282,127
synthetic_intermediate_4086,4,499,7,17,0.733774985733616,211.50483583088013,2,1,164,intermediate,209,122,147,123,71
synthetic_expert_1189,14,9174,0,141,0.8753677992989892,43.42855846652688,7,1,51,expert,3662,2987,2420,1730,1296
synthetic_advanced_391,7,3299,0,42,0.6830320232489906,117.79607059668092,4,2,185,advanced,639,549,488,687,574
synthetic_expert_1505,10,7965,3,75,0.9803559304337447,59.76279005026313,6,0,181,expert,1790,1688,1881,1955,904
synthetic_intermediate_3480,4,1804,4,10,0.7905461565011183,156.33329883450548,6,1,220,intermediate,488,392,327,351,285
synthetic_expert_4110,18,10534,3,173,0.9837934169308279,57.54746009377017,9,0,55,expert,2400,2063,2048,2433,1626
synthetic_expert_3914,20,6846,0,128,0.9671810348267708,99.59535920326277,14,0,143,expert,2390,2087,1462,1315,1021
synthetic_beginner_2866,2,322,14,7,0.2715764328617159,315.8801683342288,2,1,104,beginner,78,57,64,78,39
synthetic_advanced_921,7,2986,0,39,0.9224415605498596,95.75429802512281,9,0,89,advanced,726,518,593,505,476
synthetic_advanced_895,9,3266,4,60,0.7822946476000202,112.63147350191834,3,2,42,advanced,764,606,527,582,501
synthetic_beginner_3155,1,579,14,5,0.24757403305167267,447.30429705237674,0,3,195,beginner,121,113,81,70,65
synthetic_advanced_3780,9,3243,5,38,0.8070212075399299,90.84884752851316,3,0,124,advanced,744,722,501,768,617
synthetic_expert_4220,13,6518,2,171,0.7804509352877703,39.191843768426885,16,1,319,expert,3424,2227,2594,2382,1304
